state,county,candidate,party,votes,won
New Hampshire,Gilford,Dan Feltes,DEM,1372,FALSE
New Hampshire,Gilford,Darryl Perry,LIB,46,FALSE
New Hampshire,Gilford, Write-ins,WRI,0,FALSE
New Hampshire,Gilmanton,Chris Sununu,REP,1808,TRUE
New Hampshire,Gilmanton,Dan Feltes,DEM,622,FALSE
New Hampshire,Gilmanton,Darryl Perry,LIB,30,FALSE
New Hampshire,Gilmanton, Write-ins,WRI,2,FALSE
New Hampshire,Laconia,Chris Sununu,REP,6426,TRUE
New Hampshire,Laconia,Dan Feltes,DEM,2329,FALSE
New Hampshire,Laconia,Darryl Perry,LIB,117,FALSE
New Hampshire,Laconia, Write-ins,WRI,8,FALSE
New Hampshire,Meredith,Chris Sununu,REP,3137,TRUE
New Hampshire,Meredith,Dan Feltes,DEM,1185,FALSE
New Hampshire,Meredith,Darryl Perry,LIB,53,FALSE
New Hampshire,Meredith, Write-ins,WRI,0,FALSE
New Hampshire,New Hampton,Chris Sununu,REP,1065,TRUE
New Hampshire,New Hampton,Dan Feltes,DEM,440,FALSE
New Hampshire,New Hampton,Darryl Perry,LIB,18,FALSE
New Hampshire,New Hampton, Write-ins,WRI,4,FALSE
New Hampshire,Sanbornton,Chris Sununu,REP,1432,TRUE
New Hampshire,Sanbornton,Dan Feltes,DEM,558,FALSE
New Hampshire,Sanbornton,Darryl Perry,LIB,25,FALSE
New Hampshire,Sanbornton, Write-ins,WRI,0,FALSE
New Hampshire,Tilton,Chris Sununu,REP,1451,TRUE
New Hampshire,Tilton,Dan Feltes,DEM,529,FALSE
New Hampshire,Tilton,Darryl Perry,LIB,39,FALSE
New Hampshire,Tilton, Write-ins,WRI,0,FALSE
New Hampshire,Albany,Chris Sununu,REP,276,TRUE
New Hampshire,Albany,Dan Feltes,DEM,162,FALSE
New Hampshire,Albany,Darryl Perry,LIB,7,FALSE
New Hampshire,Albany, Write-ins,WRI,0,FALSE
New Hampshire,Bartlett,Chris Sununu,REP,1232,TRUE
New Hampshire,Bartlett,Dan Feltes,DEM,896,FALSE
New Hampshire,Bartlett,Darryl Perry,LIB,14,FALSE
New Hampshire,Bartlett, Write-ins,WRI,0,FALSE
New Hampshire,Brookfield,Chris Sununu,REP,400,TRUE
New Hampshire,Brookfield,Dan Feltes,DEM,128,FALSE
New Hampshire,Brookfield,Darryl Perry,LIB,8,FALSE
New Hampshire,Brookfield, Write-ins,WRI,0,FALSE
New Hampshire,Chatham,Chris Sununu,REP,164,TRUE
New Hampshire,Chatham,Dan Feltes,DEM,76,FALSE
New Hampshire,Chatham,Darryl Perry,LIB,4,FALSE
New Hampshire,Chatham, Write-ins,WRI,0,FALSE
New Hampshire,Conway,Chris Sununu,REP,3657,TRUE
New Hampshire,Conway,Dan Feltes,DEM,2122,FALSE
New Hampshire,Conway,Darryl Perry,LIB,64,FALSE
New Hampshire,Conway, Write-ins,WRI,0,FALSE
New Hampshire,Eaton,Chris Sununu,REP,172,TRUE
New Hampshire,Eaton,Dan Feltes,DEM,129,FALSE
New Hampshire,Eaton,Darryl Perry,LIB,4,FALSE
New Hampshire,Eaton, Write-ins,WRI,0,FALSE
New Hampshire,Effingham,Chris Sununu,REP,640,TRUE
New Hampshire,Effingham,Dan Feltes,DEM,271,FALSE
New Hampshire,Effingham,Darryl Perry,LIB,13,FALSE
New Hampshire,Effingham, Write-ins,WRI,0,FALSE
New Hampshire,Freedom,Chris Sununu,REP,732,TRUE
New Hampshire,Freedom,Dan Feltes,DEM,333,FALSE
New Hampshire,Freedom,Darryl Perry,LIB,15,FALSE
New Hampshire,Freedom, Write-ins,WRI,0,FALSE
New Hampshire,Harts Location,Chris Sununu,REP,26,TRUE
New Hampshire,Harts Location,Dan Feltes,DEM,17,FALSE
New Hampshire,Harts Location,Darryl Perry,LIB,0,FALSE
New Hampshire,Harts Location, Write-ins,WRI,0,FALSE
New Hampshire,Jackson,Dan Feltes,DEM,424,TRUE
New Hampshire,Jackson,Chris Sununu,REP,328,FALSE
New Hampshire,Jackson,Darryl Perry,LIB,33,FALSE
New Hampshire,Jackson, Write-ins,WRI,0,FALSE
New Hampshire,Madison,Chris Sununu,REP,1073,TRUE
New Hampshire,Madison,Dan Feltes,DEM,595,FALSE
New Hampshire,Madison,Darryl Perry,LIB,15,FALSE
New Hampshire,Madison, Write-ins,WRI,0,FALSE
New Hampshire,Moultonborough,Chris Sununu,REP,2739,TRUE
New Hampshire,Moultonborough,Dan Feltes,DEM,855,FALSE
New Hampshire,Moultonborough,Darryl Perry,LIB,15,FALSE
New Hampshire,Moultonborough, Write-ins,WRI,2,FALSE
New Hampshire,Ossipee,Chris Sununu,REP,1858,TRUE
New Hampshire,Ossipee,Dan Feltes,DEM,567,FALSE
New Hampshire,Ossipee,Darryl Perry,LIB,36,FALSE
New Hampshire,Ossipee, Write-ins,WRI,5,FALSE
New Hampshire,Sandwich,Chris Sununu,REP,584,TRUE
New Hampshire,Sandwich,Dan Feltes,DEM,526,FALSE
New Hampshire,Sandwich,Darryl Perry,LIB,12,FALSE
New Hampshire,Sandwich, Write-ins,WRI,0,FALSE
New Hampshire,Tamworth,Chris Sununu,REP,1094,TRUE
New Hampshire,Tamworth,Dan Feltes,DEM,644,FALSE
New Hampshire,Tamworth,Darryl Perry,LIB,24,FALSE
New Hampshire,Tamworth, Write-ins,WRI,0,FALSE
New Hampshire,Tuftonboro,Chris Sununu,REP,1387,TRUE
New Hampshire,Tuftonboro,Dan Feltes,DEM,493,FALSE
New Hampshire,Tuftonboro,Darryl Perry,LIB,10,FALSE
New Hampshire,Tuftonboro, Write-ins,WRI,0,FALSE
New Hampshire,Wakefield,Chris Sununu,REP,2539,TRUE
New Hampshire,Wakefield,Dan Feltes,DEM,724,FALSE
New Hampshire,Wakefield,Darryl Perry,LIB,29,FALSE
New Hampshire,Wakefield, Write-ins,WRI,0,FALSE
New Hampshire,Wolfeboro,Chris Sununu,REP,3218,TRUE
New Hampshire,Wolfeboro,Dan Feltes,DEM,1466,FALSE
New Hampshire,Wolfeboro,Darryl Perry,LIB,45,FALSE
New Hampshire,Wolfeboro, Write-ins,WRI,0,FALSE
New Hampshire,Alstead,Chris Sununu,REP,649,TRUE
New Hampshire,Alstead,Dan Feltes,DEM,501,FALSE
New Hampshire,Alstead,Darryl Perry,LIB,28,FALSE
New Hampshire,Alstead, Write-ins,WRI,0,FALSE
New Hampshire,Chesterfield,Chris Sununu,REP,1282,TRUE
New Hampshire,Chesterfield,Dan Feltes,DEM,1052,FALSE
New Hampshire,Chesterfield,Darryl Perry,LIB,31,FALSE
New Hampshire,Chesterfield, Write-ins,WRI,0,FALSE
New Hampshire,Dublin,Chris Sununu,REP,588,TRUE
New Hampshire,Dublin,Dan Feltes,DEM,492,FALSE
New Hampshire,Dublin,Darryl Perry,LIB,9,FALSE
New Hampshire,Dublin, Write-ins,WRI,0,FALSE
New Hampshire,Fitzwilliam,Chris Sununu,REP,834,TRUE
New Hampshire,Fitzwilliam,Dan Feltes,DEM,442,FALSE
New Hampshire,Fitzwilliam,Darryl Perry,LIB,28,FALSE
New Hampshire,Fitzwilliam, Write-ins,WRI,0,FALSE
New Hampshire,Gilsum,Chris Sununu,REP,337,TRUE
New Hampshire,Gilsum,Dan Feltes,DEM,160,FALSE
New Hampshire,Gilsum,Darryl Perry,LIB,8,FALSE
New Hampshire,Gilsum, Write-ins,WRI,0,FALSE
New Hampshire,Harrisville,Dan Feltes,DEM,433,TRUE
New Hampshire,Harrisville,Chris Sununu,REP,315,FALSE
New Hampshire,Harrisville,Darryl Perry,LIB,8,FALSE
New Hampshire,Harrisville, Write-ins,WRI,0,FALSE
New Hampshire,Hinsdale,Chris Sununu,REP,1099,TRUE
New Hampshire,Hinsdale,Dan Feltes,DEM,713,FALSE
New Hampshire,Hinsdale,Darryl Perry,LIB,38,FALSE
New Hampshire,Hinsdale, Write-ins,WRI,0,FALSE
New Hampshire,Jaffrey,Chris Sununu,REP,1902,TRUE
New Hampshire,Jaffrey,Dan Feltes,DEM,1055,FALSE
New Hampshire,Jaffrey,Darryl Perry,LIB,56,FALSE
New Hampshire,Jaffrey, Write-ins,WRI,0,FALSE
New Hampshire,Keene,Dan Feltes,DEM,6497,TRUE
New Hampshire,Keene,Chris Sununu,REP,5966,FALSE
New Hampshire,Keene,Darryl Perry,LIB,245,FALSE
New Hampshire,Keene, Write-ins,WRI,13,FALSE
New Hampshire,Marlborough,Chris Sununu,REP,683,TRUE
New Hampshire,Marlborough,Dan Feltes,DEM,540,FALSE
New Hampshire,Marlborough,Darryl Perry,LIB,26,FALSE
New Hampshire,Marlborough, Write-ins,WRI,0,FALSE
New Hampshire,Marlow,Chris Sununu,REP,284,TRUE
New Hampshire,Marlow,Dan Feltes,DEM,196,FALSE
New Hampshire,Marlow,Darryl Perry,LIB,8,FALSE
New Hampshire,Marlow, Write-ins,WRI,0,FALSE
New Hampshire,Nelson,Dan Feltes,DEM,223,TRUE
New Hampshire,Nelson,Chris Sununu,REP,208,FALSE
New Hampshire,Nelson,Darryl Perry,LIB,6,FALSE
New Hampshire,Nelson, Write-ins,WRI,0,FALSE
New Hampshire,Richmond,Chris Sununu,REP,485,TRUE
New Hampshire,Richmond,Dan Feltes,DEM,198,FALSE
New Hampshire,Richmond,Darryl Perry,LIB,17,FALSE
New Hampshire,Richmond, Write-ins,WRI,0,FALSE
New Hampshire,Rindge,Chris Sununu,REP,2579,TRUE
New Hampshire,Rindge,Dan Feltes,DEM,930,FALSE
New Hampshire,Rindge,Darryl Perry,LIB,68,FALSE
New Hampshire,Rindge, Write-ins,WRI,0,FALSE
New Hampshire,Roxbury,Dan Feltes,DEM,71,TRUE
New Hampshire,Roxbury,Chris Sununu,REP,63,FALSE
New Hampshire,Roxbury,Darryl Perry,LIB,2,FALSE
New Hampshire,Roxbury, Write-ins,WRI,0,FALSE
New Hampshire,Stoddard,Chris Sununu,REP,554,TRUE
New Hampshire,Stoddard,Dan Feltes,DEM,353,FALSE
New Hampshire,Stoddard,Darryl Perry,LIB,12,FALSE
New Hampshire,Stoddard, Write-ins,WRI,0,FALSE
New Hampshire,Sullivan,Chris Sununu,REP,248,TRUE
New Hampshire,Sullivan,Dan Feltes,DEM,139,FALSE
New Hampshire,Sullivan,Darryl Perry,LIB,10,FALSE
New Hampshire,Sullivan, Write-ins,WRI,0,FALSE
New Hampshire,Surry,Chris Sununu,REP,340,TRUE
New Hampshire,Surry,Dan Feltes,DEM,207,FALSE
New Hampshire,Surry,Darryl Perry,LIB,5,FALSE
New Hampshire,Surry, Write-ins,WRI,0,FALSE
New Hampshire,Swanzey,Chris Sununu,REP,2404,TRUE
New Hampshire,Swanzey,Dan Feltes,DEM,1295,FALSE
New Hampshire,Swanzey,Darryl Perry,LIB,45,FALSE
New Hampshire,Swanzey, Write-ins,WRI,0,FALSE
New Hampshire,Troy,Chris Sununu,REP,754,TRUE
New Hampshire,Troy,Dan Feltes,DEM,319,FALSE
New Hampshire,Troy,Darryl Perry,LIB,24,FALSE
New Hampshire,Troy, Write-ins,WRI,0,FALSE
New Hampshire,Walpole,Chris Sununu,REP,1282,TRUE
New Hampshire,Walpole,Dan Feltes,DEM,998,FALSE
New Hampshire,Walpole,Darryl Perry,LIB,42,FALSE
New Hampshire,Walpole, Write-ins,WRI,0,FALSE
New Hampshire,Westmoreland,Chris Sununu,REP,630,TRUE
New Hampshire,Westmoreland,Dan Feltes,DEM,467,FALSE
New Hampshire,Westmoreland,Darryl Perry,LIB,14,FALSE
New Hampshire,Westmoreland, Write-ins,WRI,0,FALSE
New Hampshire,Winchester,Chris Sununu,REP,1222,TRUE
New Hampshire,Winchester,Dan Feltes,DEM,692,FALSE
New Hampshire,Winchester,Darryl Perry,LIB,51,FALSE
New Hampshire,Winchester, Write-ins,WRI,0,FALSE
New Hampshire,Berlin,Chris Sununu,REP,2547,TRUE
New Hampshire,Berlin,Dan Feltes,DEM,1381,FALSE
New Hampshire,Berlin,Darryl Perry,LIB,97,FALSE
New Hampshire,Berlin, Write-ins,WRI,0,FALSE
New Hampshire,Carroll,Chris Sununu,REP,371,TRUE
New Hampshire,Carroll,Dan Feltes,DEM,159,FALSE
New Hampshire,Carroll,Darryl Perry,LIB,4,FALSE
New Hampshire,Carroll, Write-ins,WRI,0,FALSE
New Hampshire,Clarksville,Chris Sununu,REP,132,TRUE
New Hampshire,Clarksville,Dan Feltes,DEM,39,FALSE
New Hampshire,Clarksville,Darryl Perry,LIB,9,FALSE
New Hampshire,Clarksville, Write-ins,WRI,0,FALSE
New Hampshire,Colebrook,Chris Sununu,REP,808,TRUE
New Hampshire,Colebrook,Dan Feltes,DEM,239,FALSE
New Hampshire,Colebrook,Darryl Perry,LIB,9,FALSE
New Hampshire,Colebrook, Write-ins,WRI,0,FALSE
New Hampshire,Columbia,Chris Sununu,REP,287,TRUE
New Hampshire,Columbia,Dan Feltes,DEM,70,FALSE
New Hampshire,Columbia,Darryl Perry,LIB,7,FALSE
New Hampshire,Columbia, Write-ins,WRI,0,FALSE
New Hampshire,Dalton,Chris Sununu,REP,371,TRUE
New Hampshire,Dalton,Dan Feltes,DEM,138,FALSE
New Hampshire,Dalton,Darryl Perry,LIB,10,FALSE
New Hampshire,Dalton, Write-ins,WRI,0,FALSE
New Hampshire,Dixville,Chris Sununu,REP,4,TRUE
New Hampshire,Dixville,Dan Feltes,DEM,1,FALSE
New Hampshire,Dixville,Darryl Perry,LIB,0,FALSE
New Hampshire,Dixville, Write-ins,WRI,0,FALSE
New Hampshire,Dummer,Chris Sununu,REP,128,TRUE
New Hampshire,Dummer,Dan Feltes,DEM,53,FALSE
New Hampshire,Dummer,Darryl Perry,LIB,3,FALSE
New Hampshire,Dummer, Write-ins,WRI,0,FALSE
New Hampshire,Errol,Chris Sununu,REP,190,TRUE
New Hampshire,Errol,Dan Feltes,DEM,29,FALSE
New Hampshire,Errol,Darryl Perry,LIB,3,FALSE
New Hampshire,Errol, Write-ins,WRI,0,FALSE
New Hampshire,Gorham,Chris Sununu,REP,1066,TRUE
New Hampshire,Gorham,Dan Feltes,DEM,566,FALSE
New Hampshire,Gorham,Darryl Perry,LIB,29,FALSE
New Hampshire,Gorham, Write-ins,WRI,1,FALSE
New Hampshire,Jefferson,Chris Sununu,REP,489,TRUE
New Hampshire,Jefferson,Dan Feltes,DEM,162,FALSE
New Hampshire,Jefferson,Darryl Perry,LIB,6,FALSE
New Hampshire,Jefferson, Write-ins,WRI,0,FALSE
New Hampshire,Lancaster,Chris Sununu,REP,1189,TRUE
New Hampshire,Lancaster,Dan Feltes,DEM,490,FALSE
New Hampshire,Lancaster,Darryl Perry,LIB,35,FALSE
New Hampshire,Lancaster, Write-ins,WRI,5,FALSE
New Hampshire,Milan,Chris Sununu,REP,578,TRUE
New Hampshire,Milan,Dan Feltes,DEM,204,FALSE
New Hampshire,Milan,Darryl Perry,LIB,10,FALSE
New Hampshire,Milan, Write-ins,WRI,0,FALSE
New Hampshire,Millsfield,Chris Sununu,REP,22,TRUE
New Hampshire,Millsfield,Dan Feltes,DEM,0,FALSE
New Hampshire,Millsfield,Darryl Perry,LIB,0,FALSE
New Hampshire,Millsfield, Write-ins,WRI,0,FALSE
New Hampshire,Northumberland,Chris Sununu,REP,795,TRUE
New Hampshire,Northumberland,Dan Feltes,DEM,237,FALSE
New Hampshire,Northumberland,Darryl Perry,LIB,11,FALSE
New Hampshire,Northumberland, Write-ins,WRI,0,FALSE
New Hampshire,Pittsburg,Chris Sununu,REP,474,TRUE
New Hampshire,Pittsburg,Dan Feltes,DEM,66,FALSE
New Hampshire,Pittsburg,Darryl Perry,LIB,1,FALSE
New Hampshire,Pittsburg, Write-ins,WRI,0,FALSE
New Hampshire,Randolph,Chris Sununu,REP,143,TRUE
New Hampshire,Randolph,Dan Feltes,DEM,128,FALSE
New Hampshire,Randolph,Darryl Perry,LIB,1,FALSE
New Hampshire,Randolph, Write-ins,WRI,0,FALSE
New Hampshire,Shelburne,Chris Sununu,REP,160,TRUE
New Hampshire,Shelburne,Dan Feltes,DEM,85,FALSE
New Hampshire,Shelburne,Darryl Perry,LIB,3,FALSE
New Hampshire,Shelburne, Write-ins,WRI,0,FALSE
New Hampshire,Stark,Chris Sununu,REP,227,TRUE
New Hampshire,Stark,Dan Feltes,DEM,61,FALSE
New Hampshire,Stark,Darryl Perry,LIB,4,FALSE
New Hampshire,Stark, Write-ins,WRI,0,FALSE
New Hampshire,Stewartstown,Chris Sununu,REP,326,TRUE
New Hampshire,Stewartstown,Dan Feltes,DEM,65,FALSE
New Hampshire,Stewartstown,Darryl Perry,LIB,2,FALSE
New Hampshire,Stewartstown, Write-ins,WRI,0,FALSE
New Hampshire,Stratford,Chris Sununu,REP,199,TRUE
New Hampshire,Stratford,Dan Feltes,DEM,90,FALSE
New Hampshire,Stratford,Darryl Perry,LIB,7,FALSE
New Hampshire,Stratford, Write-ins,WRI,0,FALSE
New Hampshire,Wentworth's Location,Chris Sununu,REP,15,TRUE
New Hampshire,Wentworth's Location,Dan Feltes,DEM,3,FALSE
New Hampshire,Wentworth's Location, Write-ins,WRI,2,FALSE
New Hampshire,Wentworth's Location,Darryl Perry,LIB,0,FALSE
New Hampshire,Whitefield,Chris Sununu,REP,888,TRUE
New Hampshire,Whitefield,Dan Feltes,DEM,400,FALSE
New Hampshire,Whitefield,Darryl Perry,LIB,14,FALSE
New Hampshire,Whitefield, Write-ins,WRI,0,FALSE
New Hampshire,Alexandria,Chris Sununu,REP,775,TRUE
New Hampshire,Alexandria,Dan Feltes,DEM,267,FALSE
New Hampshire,Alexandria,Darryl Perry,LIB,26,FALSE
New Hampshire,Alexandria, Write-ins,WRI,0,FALSE
New Hampshire,Ashland,Chris Sununu,REP,792,TRUE
New Hampshire,Ashland,Dan Feltes,DEM,382,FALSE
New Hampshire,Ashland,Darryl Perry,LIB,19,FALSE
New Hampshire,Ashland, Write-ins,WRI,0,FALSE
New Hampshire,Bath,Chris Sununu,REP,431,TRUE
New Hampshire,Bath,Dan Feltes,DEM,171,FALSE
New Hampshire,Bath,Darryl Perry,LIB,11,FALSE
New Hampshire,Bath, Write-ins,WRI,0,FALSE
New Hampshire,Benton,Chris Sununu,REP,179,TRUE
New Hampshire,Benton,Dan Feltes,DEM,46,FALSE
New Hampshire,Benton,Darryl Perry,LIB,8,FALSE
New Hampshire,Benton, Write-ins,WRI,0,FALSE
New Hampshire,Bethlehem,Chris Sununu,REP,910,TRUE
New Hampshire,Bethlehem,Dan Feltes,DEM,694,FALSE
New Hampshire,Bethlehem,Darryl Perry,LIB,35,FALSE
New Hampshire,Bethlehem, Write-ins,WRI,0,FALSE
New Hampshire,Bridgewater,Chris Sununu,REP,607,TRUE
New Hampshire,Bridgewater,Dan Feltes,DEM,231,FALSE
New Hampshire,Bridgewater,Darryl Perry,LIB,9,FALSE
New Hampshire,Bridgewater, Write-ins,WRI,1,FALSE
New Hampshire,Bristol,Chris Sununu,REP,1317,TRUE
New Hampshire,Bristol,Dan Feltes,DEM,495,FALSE
New Hampshire,Bristol,Darryl Perry,LIB,28,FALSE
New Hampshire,Bristol, Write-ins,WRI,6,FALSE
New Hampshire,Campton,Chris Sununu,REP,1358,TRUE
New Hampshire,Campton,Dan Feltes,DEM,713,FALSE
New Hampshire,Campton,Darryl Perry,LIB,36,FALSE
New Hampshire,Campton, Write-ins,WRI,0,FALSE
New Hampshire,Canaan,Chris Sununu,REP,1291,TRUE
New Hampshire,Canaan,Dan Feltes,DEM,741,FALSE
New Hampshire,Canaan,Darryl Perry,LIB,24,FALSE
New Hampshire,Canaan, Write-ins,WRI,0,FALSE
New Hampshire,Dorchester,Chris Sununu,REP,153,TRUE
New Hampshire,Dorchester,Dan Feltes,DEM,71,FALSE
New Hampshire,Dorchester,Darryl Perry,LIB,5,FALSE
New Hampshire,Dorchester, Write-ins,WRI,0,FALSE
New Hampshire,Easton,Dan Feltes,DEM,127,TRUE
New Hampshire,Easton,Chris Sununu,REP,98,FALSE
New Hampshire,Easton,Darryl Perry,LIB,8,FALSE
New Hampshire,Easton, Write-ins,WRI,0,FALSE
New Hampshire,Ellsworth,Chris Sununu,REP,43,TRUE
New Hampshire,Ellsworth,Dan Feltes,DEM,32,FALSE
New Hampshire,Ellsworth,Darryl Perry,LIB,1,FALSE
New Hampshire,Ellsworth, Write-ins,WRI,0,FALSE
New Hampshire,Enfield,Chris Sununu,REP,1513,TRUE
New Hampshire,Enfield,Dan Feltes,DEM,1184,FALSE
New Hampshire,Enfield,Darryl Perry,LIB,40,FALSE
New Hampshire,Enfield, Write-ins,WRI,0,FALSE
New Hampshire,Franconia,Chris Sununu,REP,418,TRUE
New Hampshire,Franconia,Dan Feltes,DEM,379,FALSE
New Hampshire,Franconia,Darryl Perry,LIB,9,FALSE
New Hampshire,Franconia, Write-ins,WRI,0,FALSE
New Hampshire,Grafton,Chris Sununu,REP,544,TRUE
New Hampshire,Grafton,Dan Feltes,DEM,213,FALSE
New Hampshire,Grafton,Darryl Perry,LIB,21,FALSE
New Hampshire,Grafton, Write-ins,WRI,0,FALSE
New Hampshire,Groton,Chris Sununu,REP,277,TRUE
New Hampshire,Groton,Dan Feltes,DEM,90,FALSE
New Hampshire,Groton,Darryl Perry,LIB,8,FALSE
New Hampshire,Groton, Write-ins,WRI,0,FALSE
New Hampshire,Hanover,Dan Feltes,DEM,5020,TRUE
New Hampshire,Hanover,Chris Sununu,REP,1742,FALSE
New Hampshire,Hanover,Darryl Perry,LIB,76,FALSE
New Hampshire,Hanover, Write-ins,WRI,0,FALSE
New Hampshire,Haverhill,Chris Sununu,REP,1516,TRUE
New Hampshire,Haverhill,Dan Feltes,DEM,560,FALSE
New Hampshire,Haverhill,Darryl Perry,LIB,34,FALSE
New Hampshire,Haverhill, Write-ins,WRI,0,FALSE
New Hampshire,Hebron,Chris Sununu,REP,390,TRUE
New Hampshire,Hebron,Dan Feltes,DEM,122,FALSE
New Hampshire,Hebron,Darryl Perry,LIB,4,FALSE
New Hampshire,Hebron, Write-ins,WRI,1,FALSE
New Hampshire,Holderness,Chris Sununu,REP,843,TRUE
New Hampshire,Holderness,Dan Feltes,DEM,618,FALSE
New Hampshire,Holderness,Darryl Perry,LIB,14,FALSE
New Hampshire,Holderness, Write-ins,WRI,0,FALSE
New Hampshire,Landaff,Chris Sununu,REP,178,TRUE
New Hampshire,Landaff,Dan Feltes,DEM,79,FALSE
New Hampshire,Landaff,Darryl Perry,LIB,2,FALSE
New Hampshire,Landaff, Write-ins,WRI,0,FALSE
New Hampshire,Lebanon,Dan Feltes,DEM,4335,TRUE
New Hampshire,Lebanon,Chris Sununu,REP,3394,FALSE
New Hampshire,Lebanon,Darryl Perry,LIB,108,FALSE
New Hampshire,Lebanon, Write-ins,WRI,0,FALSE
New Hampshire,Lincoln,Chris Sununu,REP,630,TRUE
New Hampshire,Lincoln,Dan Feltes,DEM,265,FALSE
New Hampshire,Lincoln,Darryl Perry,LIB,12,FALSE
New Hampshire,Lincoln, Write-ins,WRI,0,FALSE
New Hampshire,Lisbon,Chris Sununu,REP,553,TRUE
New Hampshire,Lisbon,Dan Feltes,DEM,223,FALSE
New Hampshire,Lisbon,Darryl Perry,LIB,12,FALSE
New Hampshire,Lisbon, Write-ins,WRI,2,FALSE
New Hampshire,Littleton,Chris Sununu,REP,2130,TRUE
New Hampshire,Littleton,Dan Feltes,DEM,925,FALSE
New Hampshire,Littleton,Darryl Perry,LIB,43,FALSE
New Hampshire,Littleton, Write-ins,WRI,0,FALSE
New Hampshire,Lyman,Chris Sununu,REP,252,TRUE
New Hampshire,Lyman,Dan Feltes,DEM,118,FALSE
New Hampshire,Lyman,Darryl Perry,LIB,9,FALSE
New Hampshire,Lyman, Write-ins,WRI,0,FALSE
New Hampshire,Lyme,Dan Feltes,DEM,869,TRUE
New Hampshire,Lyme,Chris Sununu,REP,397,FALSE
New Hampshire,Lyme,Darryl Perry,LIB,7,FALSE
New Hampshire,Lyme, Write-ins,WRI,0,FALSE
New Hampshire,Monroe,Chris Sununu,REP,378,TRUE
New Hampshire,Monroe,Dan Feltes,DEM,148,FALSE
New Hampshire,Monroe,Darryl Perry,LIB,9,FALSE
New Hampshire,Monroe, Write-ins,WRI,0,FALSE
New Hampshire,Orange,Chris Sununu,REP,127,TRUE
New Hampshire,Orange,Dan Feltes,DEM,57,FALSE
New Hampshire,Orange,Darryl Perry,LIB,7,FALSE
New Hampshire,Orange, Write-ins,WRI,0,FALSE
New Hampshire,Orford,Chris Sununu,REP,415,TRUE
New Hampshire,Orford,Dan Feltes,DEM,399,FALSE
New Hampshire,Orford,Darryl Perry,LIB,9,FALSE
New Hampshire,Orford, Write-ins,WRI,0,FALSE
New Hampshire,Piermont,Chris Sununu,REP,282,TRUE
New Hampshire,Piermont,Dan Feltes,DEM,151,FALSE
New Hampshire,Piermont,Darryl Perry,LIB,6,FALSE
New Hampshire,Piermont, Write-ins,WRI,0,FALSE
New Hampshire,Plymouth,Chris Sununu,REP,1690,TRUE
New Hampshire,Plymouth,Dan Feltes,DEM,1530,FALSE
New Hampshire,Plymouth,Darryl Perry,LIB,94,FALSE
New Hampshire,Plymouth, Write-ins,WRI,0,FALSE
New Hampshire,Rumney,Chris Sununu,REP,644,TRUE
New Hampshire,Rumney,Dan Feltes,DEM,281,FALSE
New Hampshire,Rumney,Darryl Perry,LIB,18,FALSE
New Hampshire,Rumney, Write-ins,WRI,0,FALSE
New Hampshire,Sugar Hill,Chris Sununu,REP,247,TRUE
New Hampshire,Sugar Hill,Dan Feltes,DEM,231,FALSE
New Hampshire,Sugar Hill,Darryl Perry,LIB,4,FALSE
New Hampshire,Sugar Hill, Write-ins,WRI,0,FALSE
New Hampshire,Thornton,Chris Sununu,REP,1087,TRUE
New Hampshire,Thornton,Dan Feltes,DEM,573,FALSE
New Hampshire,Thornton,Darryl Perry,LIB,29,FALSE
New Hampshire,Thornton, Write-ins,WRI,0,FALSE
New Hampshire,Warren,Chris Sununu,REP,339,TRUE
New Hampshire,Warren,Dan Feltes,DEM,123,FALSE
New Hampshire,Warren,Darryl Perry,LIB,14,FALSE
New Hampshire,Warren, Write-ins,WRI,0,FALSE
New Hampshire,Waterville,Chris Sununu,REP,222,TRUE
New Hampshire,Waterville,Dan Feltes,DEM,142,FALSE
New Hampshire,Waterville,Darryl Perry,LIB,4,FALSE
New Hampshire,Waterville, Write-ins,WRI,0,FALSE
New Hampshire,Wentworth,Chris Sununu,REP,444,TRUE
New Hampshire,Wentworth,Dan Feltes,DEM,155,FALSE
New Hampshire,Wentworth,Darryl Perry,LIB,14,FALSE
New Hampshire,Wentworth, Write-ins,WRI,5,FALSE
New Hampshire,Woodstock,Chris Sununu,REP,568,TRUE
New Hampshire,Woodstock,Dan Feltes,DEM,263,FALSE
New Hampshire,Woodstock,Darryl Perry,LIB,21,FALSE
New Hampshire,Woodstock, Write-ins,WRI,0,FALSE
New Hampshire,Amherst,Chris Sununu,REP,4960,TRUE
New Hampshire,Amherst,Dan Feltes,DEM,2913,FALSE
New Hampshire,Amherst,Darryl Perry,LIB,105,FALSE
New Hampshire,Amherst, Write-ins,WRI,0,FALSE
New Hampshire,Antrim,Chris Sununu,REP,1006,TRUE
New Hampshire,Antrim,Dan Feltes,DEM,535,FALSE
New Hampshire,Antrim,Darryl Perry,LIB,24,FALSE
New Hampshire,Antrim, Write-ins,WRI,2,FALSE
New Hampshire,Bedford,Chris Sununu,REP,10493,TRUE
New Hampshire,Bedford,Dan Feltes,DEM,4077,FALSE
New Hampshire,Bedford,Darryl Perry,LIB,98,FALSE
New Hampshire,Bedford, Write-ins,WRI,0,FALSE
New Hampshire,Bennington,Chris Sununu,REP,521,TRUE
New Hampshire,Bennington,Dan Feltes,DEM,279,FALSE
